0	-3.937152e-03	-1.046668e-02	-3.921385e-04
1	-1.427442e-02	-5.380378e-02	-7.309005e-04
2	1.454191e-02	-5.390854e-02	4.531687e-04
3	4.429279e-03	-1.046819e-02	2.715880e-04
4	-3.904872e-03	-1.043765e-02	3.017503e-04
5	-1.423636e-02	-5.376958e-02	4.860916e-04
6	1.457990e-02	-5.387567e-02	-7.654855e-04
7	4.473246e-03	-1.044055e-02	-4.373177e-04
8	-1.052034e-02	-2.702198e-02	7.087913e-04
9	-1.055817e-02	-2.705536e-02	-8.786341e-04
10	1.103491e-02	-2.708393e-02	-9.119908e-04
11	1.099723e-02	-2.711704e-02	6.747284e-04
12	1.355413e-04	-5.371451e-02	-1.390313e-04
13	-1.485169e-02	-5.432905e-02	-1.224423e-04
14	1.514984e-02	-5.444306e-02	-1.561186e-04
15	1.735123e-04	-5.368116e-02	-1.400300e-04
16	-4.334128e-03	-1.078487e-02	-4.464352e-05
17	-7.746975e-03	-1.726374e-02	-1.051655e-03
18	-7.706917e-03	-1.723159e-02	9.188431e-04
19	4.859644e-03	-1.079269e-02	-8.360193e-05
20	8.266211e-03	-1.726533e-02	-1.086107e-03
21	8.229030e-03	-1.729906e-02	8.864179e-04
22	1.278136e-02	-3.682129e-02	-1.327534e-04
23	1.941285e-04	-3.620350e-02	-1.155542e-04
24	2.319817e-04	-3.617014e-02	-1.162224e-04
25	-1.236334e-02	-3.673912e-02	-9.925083e-05
26	-9.113424e-03	-2.255915e-02	-7.543321e-05
27	2.313883e-04	-2.184609e-02	-9.188689e-05
28	9.608540e-03	-2.260676e-02	-1.092363e-04
29	2.691230e-04	-2.181306e-02	-9.280943e-05
30	1.517809e-04	-5.417676e-02	-1.394727e-04
31	2.515066e-04	-1.033884e-02	-6.224547e-05
32	2.891933e-04	-1.031074e-02	-6.599330e-05
33	2.333379e-04	-2.875548e-02	-1.041341e-04
34	2.676124e-04	-1.061144e-02	-6.406143e-05
35	1.329412e-02	-3.961013e-02	5.708942e-04
36	1.333192e-02	-3.957655e-02	-8.457520e-04
37	-1.288930e-02	-3.948802e-02	6.040470e-04
38	-1.292716e-02	-3.952110e-02	-8.119905e-04
