1.359856	-0.008582	1
1.289056	0.620269	1
0.441814	0.142589	1
8.470226	0.086350	-1
0.507292	-0.593090	1
9.742244	1.603722	-1
10.761084	0.239080	-1
0.537787	-1.583554	1
9.467746	0.550424	-1
2.604938	0.835463	1
1.649590	-1.315394	1
1.159796	-0.167313	1
2.765259	1.386817	1
1.084242	-1.960391	1
3.649297	2.537862	1
3.091820	-0.046763	1
8.323217	-1.712827	-1
0.949479	-2.669597	1
1.821747	0.574876	1
10.494114	3.452642	-1
2.209828	1.603177	1
1.173577	0.620858	1
10.234467	3.559204	-1
1.185373	-1.093453	1
9.027526	0.829109	-1
9.221994	0.155282	-1
2.013979	0.701794	1
0.761503	-1.601490	1
1.854114	-1.880288	1
8.476366	-1.807702	-1
8.009674	-2.125297	-1
1.642881	-0.052732	1
0.793092	-0.640726	1
2.706986	-0.395306	1
8.565455	-2.036572	-1
8.667626	-1.279361	-1
1.116718	-0.393415	1
9.395045	0.245115	-1
9.999622	1.591118	-1
1.568528	-0.083701	1
9.359589	0.686444	-1
8.986069	0.445727	-1
1.309853	1.018386	1
8.463498	-0.291288	-1
10.104837	0.171719	-1
8.196991	-1.329538	-1
3.483282	3.240732	1
8.638093	-0.635541	-1
8.672334	-2.086949	-1
2.451711	-1.095221	1
8.744548	-0.387733	-1
8.984792	0.882555	-1
10.309507	3.041455	-1
7.858765	-0.754211	-1
1.257400	-1.306902	1
9.570964	0.157666	-1
2.472860	-0.477955	1
0.792036	-0.531394	1
9.544665	1.227812	-1
0.745481	-2.928334	1
8.953899	1.343481	-1
1.538923	-1.143547	1
9.976604	0.621876	-1
1.593726	0.491606	1
2.105581	1.223809	1
2.395707	0.087559	1
8.499929	-0.560143	-1
9.044223	0.555529	-1
11.334670	2.002069	-1
1.008409	-0.244968	1
9.513042	0.635378	-1
1.142657	-0.995883	1
9.990930	3.025240	-1
9.110518	0.425079	-1
8.752623	0.456575	-1
2.351155	0.850296	1
2.395793	0.449071	1
0.341761	-2.366476	1
-0.019384	-1.149223	1
11.147207	2.072796	-1
0.701247	0.906849	1
9.547932	-0.842845	-1
8.573264	-0.147985	-1
2.302631	-0.558920	1
8.320502	0.093607	-1
3.059616	1.560126	1
1.703585	0.307678	1
9.052604	0.208268	-1
2.342279	-0.489425	1
8.796102	0.213037	-1
8.674185	-0.267645	-1
6.851097	-3.685432	-1
10.146147	-0.297598	-1
7.366819	-3.203395	-1
8.323820	0.734076	-1
2.907271	-0.362656	1
8.894900	-0.849656	-1
2.349228	-0.371877	1
8.936698	0.511041	-1
8.868439	-0.024271	-1
8.235612	0.368156	-1
-0.467570	-1.279253	1
8.640559	-0.476773	-1
1.905220	0.040744	1
1.825535	-0.848475	1
10.201296	1.783674	-1
10.466509	-0.896408	-1
2.195203	-0.000507	1
9.217654	2.510567	-1
8.212746	-1.818097	-1
9.352901	1.151118	-1
1.882916	0.546733	1
0.330013	-0.981976	1
0.746672	-2.408569	1
8.729683	-0.804099	-1
8.791285	0.497547	-1
0.988934	-1.385080	1
1.781121	0.400264	1
1.150168	-1.635014	1
7.129224	-1.592699	-1
1.849008	-1.654542	1
9.711504	-0.524431	-1
2.601987	0.871904	1
1.596621	-0.833045	1
0.595447	-1.032334	1
-0.307400	-0.917551	1
9.832246	1.551525	-1
0.574332	-0.371637	1
10.308763	2.984078	-1
10.716001	-0.222539	-1
2.265811	0.287473	1
9.276780	-0.548584	-1
9.353446	1.351641	-1
8.487016	-2.038871	-1
2.268818	1.227528	1
0.936286	0.337777	1
2.607759	0.463552	1
7.414908	-2.213470	-1
9.840643	0.701481	-1
2.745357	2.286679	1
1.634766	1.114207	1
0.954779	0.484336	1
8.309821	-0.278270	-1
1.481122	0.348237	1
0.307858	-1.694044	1
0.496449	-0.482105	1
8.818447	-1.723979	-1
8.895331	0.211957	-1
8.979365	-0.975459	-1
9.751900	-0.581402	-1
1.280176	-0.589794	1
8.899983	0.136382	-1
2.893280	2.194985	1
9.312767	-0.531168	-1
9.566381	0.541325	-1
2.248055	0.907540	1
1.917352	0.528015	1
3.344919	0.209734	1
1.423907	-1.974194	1
9.130686	-0.857607	-1
9.369526	1.547284	-1
7.181937	-2.340401	-1
2.035872	0.060081	1
8.763197	0.241049	-1
0.304365	-0.338797	1
3.753591	2.935963	1
9.091610	-0.663643	-1
4.498521	0.164982	1
1.542118	-0.746332	1
1.328793	-1.209598	1
2.477601	-0.803292	1
9.190870	-1.477681	-1
2.734538	-0.144553	1
7.778851	-2.481829	-1
3.608593	-0.031734	1
1.302656	-0.815341	1
2.153353	-0.091293	1
8.904516	1.235068	-1
2.139792	-0.518893	1
1.625028	-1.212069	1
1.988748	0.387400	1
