-0.163167	-0.555708	-1.000000
-0.108290	0.013334	1.000000
0.408224	0.197745	1.000000
0.077309	0.216802	1.000000
-0.427274	-0.291766	-1.000000
-0.570759	0.619726	-1.000000
-0.366232	-0.035047	1.000000
-0.201609	0.141324	1.000000
-0.369311	-0.374318	-1.000000
0.697947	-0.171025	-1.000000
-0.256850	0.727724	-1.000000
-0.012813	0.043871	1.000000
0.206495	-0.243925	1.000000
0.079543	-0.060438	1.000000
0.004247	0.529654	-1.000000
-0.096271	-0.019921	1.000000
0.062731	-0.511843	-1.000000
0.586088	-0.572861	-1.000000
-0.013459	0.005150	1.000000
0.188582	-0.048343	1.000000
0.351754	0.008904	1.000000
-0.302096	0.117164	1.000000
-0.710173	-0.417606	-1.000000
-0.251027	-0.520572	-1.000000
-0.688877	0.098373	-1.000000
0.047364	-0.051604	1.000000
-0.429249	-0.018250	1.000000
0.817466	-0.501961	-1.000000
-0.099461	-0.273028	1.000000
-0.628576	0.536018	-1.000000
-0.384573	-0.021098	1.000000
-0.091473	-0.059900	1.000000
-0.439263	0.005503	1.000000
-0.384205	-0.714488	-1.000000
-0.054736	-0.025592	1.000000
0.634180	0.148201	-1.000000
0.356512	0.032037	1.000000
-0.241196	0.188200	1.000000
0.348478	-0.401306	-1.000000
0.247030	-0.527724	-1.000000
-0.187915	0.525815	-1.000000
-0.486243	-0.388510	-1.000000
0.487056	-0.453116	-1.000000
-0.641719	-0.107808	-1.000000
-0.138549	0.777975	-1.000000
-0.210354	0.462306	-1.000000
0.344414	-0.019335	1.000000
-0.419350	-0.216692	1.000000
0.029723	0.804133	-1.000000
-0.153258	0.914099	-1.000000
0.098318	0.328106	1.000000
0.283560	0.116926	1.000000
0.254657	-0.877506	-1.000000
-0.130717	0.150649	1.000000
-0.101913	-0.038844	1.000000
-0.272074	-0.159893	1.000000
0.108929	0.638721	-1.000000
0.409629	0.396034	-1.000000
0.006095	0.049729	1.000000
-0.069595	-0.036379	1.000000
-0.629687	-0.351368	-1.000000
0.021891	-0.143690	1.000000
0.117371	0.434819	1.000000
0.050881	0.366474	1.000000
-0.001869	-0.032113	1.000000
-0.180554	0.037537	1.000000
-0.684502	-0.289078	-1.000000
-0.298294	0.144763	1.000000
-0.012498	0.060989	1.000000
0.438025	-0.186542	1.000000
0.810895	0.542252	-1.000000
0.802817	0.474371	-1.000000
0.200504	0.069485	1.000000
0.171809	-0.230799	1.000000
-0.738154	0.414165	-1.000000
-0.611342	-0.319437	-1.000000
0.817272	-0.425851	-1.000000
-0.064614	0.098029	1.000000
0.241362	0.034539	1.000000
-0.138099	-0.075983	1.000000
-0.023335	0.210441	1.000000
-0.431668	0.084360	1.000000
0.030480	0.177730	1.000000
-0.215865	0.087027	1.000000
-0.421276	-0.195281	1.000000
0.387856	-0.354877	-1.000000
-0.489741	-0.219504	-1.000000
-0.565510	-0.339825	-1.000000
0.403984	-0.507521	-1.000000
0.584845	-0.029568	-1.000000
-0.287118	0.269122	1.000000
0.317276	0.101739	1.000000
-0.005843	-0.146767	1.000000
-0.613583	-0.417041	-1.000000
-0.013022	-0.059219	1.000000
0.003645	-0.128986	1.000000
-0.298398	-0.023474	1.000000
-0.018971	-0.266889	1.000000
0.444151	0.305109	-1.000000
0.174976	0.223758	1.000000
